id	ofjobs	firstname	sex	race	call	lmedhhinc
b	4	Laurie	FEMALE	Caucasian	0	10.292552
b	3	Laurie	FEMALE	Caucasian	0	10.57124
b	4	Anne	FEMALE	Caucasian	0	9.6628799
b	5	Brendan	MALE	Caucasian	1	10.061986
b	5	Kareem	MALE	BLACK	0	10.795178
b	2	Keisha	FEMALE	BLACK	0	10.435556
b	2	Matthew	MALE	Caucasian	1	9.8692579
b	3	Meredith	FEMALE	Caucasian	0	10.217824
b	2	Tanisha	FEMALE	BLACK	0	10.247857
b	3	Tanisha	FEMALE	BLACK	1	10.112573
281	4	Aisha	FEMALE	BLACK	0	9.8419847
281	4	Allison	FEMALE	Caucasian	0	10.29106
221	6	Allison	FEMALE	Caucasian	0	10.597809
366	3	Anne	FEMALE	Caucasian	0	10.342871
349	3	Brendan	MALE	Caucasian	0	10.342871
254	5	Brett	MALE	Caucasian	0	10.342871
1	6	Brett	MALE	Caucasian	0	11.11929
349	2	Brett	MALE	Caucasian	0	10.752698
366	4	Ebony	FEMALE	BLACK	0	9.9677763
221	5	Geoffrey	MALE	Caucasian	0	9.8419847
281	6	Jay	MALE	Caucasian	0	9.6143379
393	6	Jill	FEMALE	Caucasian	0	10.230702
393	4	Keisha	FEMALE	BLACK	0	10.144078
349	4	Keisha	FEMALE	BLACK	0	9.9674482
221	4	Kenya	FEMALE	BLACK	0	9.9674482
254	4	Kenya	FEMALE	BLACK	0	10.099547
1	5	Lakisha	FEMALE	BLACK	0	10.144078
254	4	Latoya	FEMALE	BLACK	0	10.29106
221	4	Latoya	FEMALE	BLACK	0	9.6143379
254	6	Laurie	FEMALE	Caucasian	0	9.9674482
1	4	Matthew	MALE	Caucasian	0	10.752698
393	4	Rasheed	MALE	BLACK	0	10.299677
393	5	Sarah	FEMALE	Caucasian	0	10.752698
366	4	Sarah	FEMALE	Caucasian	0	10.752698
281	5	Tamika	FEMALE	BLACK	0	10.099547
1	4	Tanisha	FEMALE	BLACK	0	9.9677763
366	6	Tanisha	FEMALE	BLACK	0	10.230702
349	3	Tremayne	MALE	BLACK	0	9.9677763
b	4	Lakisha	FEMALE	BLACK	1	9.895607
b	4	Meredith	FEMALE	Caucasian	1	10.242421
b	4	Anne	FEMALE	Caucasian	0	9.8417721
b	3	Latonya	FEMALE	BLACK	0	10.287047
b	3	Sarah	FEMALE	Caucasian	0	10.453601
b	4	Tamika	FEMALE	BLACK	0	9.6926432
b	3	Jill	FEMALE	Caucasian	0	10.061986
b	4	Keisha	FEMALE	BLACK	0	9.8762188
b	3	Lakisha	FEMALE	BLACK	0	9.9650526
b	2	Meredith	FEMALE	Caucasian	0	10.466754
b	3	Jill	FEMALE	Caucasian	1	10.061986
b	4	Keisha	FEMALE	BLACK	0	9.8762188
b	3	Lakisha	FEMALE	BLACK	0	9.9650526
b	2	Meredith	FEMALE	Caucasian	0	10.466754
b	3	Carrie	FEMALE	Caucasian	0	9.4743185
b	3	Greg	MALE	Caucasian	0	10.758413
b	3	Kenya	FEMALE	BLACK	0	10.112573
b	3	Tremayne	MALE	BLACK	0	10.377172
b	3	Kenya	FEMALE	BLACK	0	9.8692579
b	3	Neil	MALE	Caucasian	0	10.099629
b	5	Emily	FEMALE	Caucasian	0	10.795178
b	2	Jill	FEMALE	Caucasian	0	9.8762188
b	1	Latonya	FEMALE	BLACK	0	9.9650526
b	3	Tanisha	FEMALE	BLACK	0	10.795178
b	3	Ebony	FEMALE	BLACK	0	9.8762188
b	3	Kristen	FEMALE	Caucasian	0	10.276773
b	4	Latonya	FEMALE	BLACK	0	10.310918
b	4	Laurie	FEMALE	Caucasian	0	8.8417377
b	2	Anne	FEMALE	Caucasian	0	9.9650526
b	3	Emily	FEMALE	Caucasian	0	10.795178
b	2	Keisha	FEMALE	BLACK	0	10.099629
b	4	Tanisha	FEMALE	BLACK	0	9.8924265
b	3	Allison	FEMALE	Caucasian	0	9.8762188
b	4	Kristen	FEMALE	Caucasian	0	9.6628799
b	4	Latonya	FEMALE	BLACK	0	10.112573
b	3	Tanisha	FEMALE	BLACK	0	10.513062
b	4	Aisha	FEMALE	BLACK	0	9.8692579
b	3	Allison	FEMALE	Caucasian	0	9.6926432
b	3	Anne	FEMALE	Caucasian	0	9.8762188
b	1	Latonya	FEMALE	BLACK	0	10.242421
b	5	Latoya	FEMALE	BLACK	0	9.4743185
b	3	Sarah	FEMALE	Caucasian	0	10.112573
b	3	Aisha	FEMALE	BLACK	0	9.6628799
b	4	Anne	FEMALE	Caucasian	0	9.6628799
b	3	Latoya	FEMALE	BLACK	0	10.512899
b	3	Laurie	FEMALE	Caucasian	0	10.244059
b	4	Anne	FEMALE	Caucasian	0	9.895607
b	3	Carrie	FEMALE	Caucasian	1	10.217824
b	2	Ebony	FEMALE	BLACK	0	10.377172
b	3	Lakisha	FEMALE	BLACK	0	10.244059
b	4	Allison	FEMALE	Caucasian	0	10.408828
b	5	Keisha	FEMALE	BLACK	0	9.8246603
b	4	Kristen	FEMALE	Caucasian	0	10.244059
b	2	Tanisha	FEMALE	BLACK	0	9.8762188
b	5	Aisha	FEMALE	BLACK	0	10.758413
b	4	Emily	FEMALE	Caucasian	0	10.310918
b	4	Latonya	FEMALE	BLACK	0	9.8762188
b	6	Sarah	FEMALE	Caucasian	0	9.8417721
b	5	Geoffrey	MALE	Caucasian	0	10.453601
b	4	Kareem	MALE	BLACK	1	10.292552
b	3	Kristen	FEMALE	Caucasian	0	9.5274839
b	6	Rasheed	MALE	BLACK	0	10.295766
b	4	Todd	MALE	Caucasian	0	9.8246603
b	2	Tyrone	MALE	BLACK	0	9.8246603
b	2	Brendan	MALE	Caucasian	0	10.795178
b	-99	Jamal	MALE	BLACK	0	9.2146311
b	4	Matthew	MALE	Caucasian	0	10.453601
b	2	Meredith	FEMALE	Caucasian	1	10.217824
b	3	Rasheed	MALE	BLACK	0	10.068281
b	5	Tremayne	MALE	BLACK	1	-99
b	4	Anne	FEMALE	Caucasian	1	10.453601
b	5	Ebony	FEMALE	BLACK	1	-99
b	4	Kristen	FEMALE	Caucasian	1	9.2146311
b	2	Tamika	FEMALE	BLACK	0	10.795178
b	3	Aisha	FEMALE	BLACK	0	10.453601
b	2	Allison	FEMALE	Caucasian	0	10.242421
b	5	Emily	FEMALE	Caucasian	0	9.6628799
b	2	Kristen	FEMALE	Caucasian	0	10.061986
b	4	Latoya	FEMALE	BLACK	0	10.431908
b	4	Tamika	FEMALE	BLACK	0	10.099629
b	2	Aisha	FEMALE	BLACK	0	10.244059
b	4	Anne	FEMALE	Caucasian	0	9.895607
b	4	Emily	FEMALE	Caucasian	0	9.895607
b	3	Jill	FEMALE	Caucasian	0	9.92974
b	6	Keisha	FEMALE	BLACK	0	10.276773
b	2	Lakisha	FEMALE	BLACK	0	9.8417721
b	2	Ebony	FEMALE	BLACK	0	9.8762188
b	4	Kenya	FEMALE	BLACK	0	10.112573
b	2	Kristen	FEMALE	Caucasian	0	9.6628799
b	4	Meredith	FEMALE	Caucasian	0	9.9867716
b	3	Aisha	FEMALE	BLACK	0	10.217824
b	4	Anne	FEMALE	Caucasian	0	10.295766
b	2	Emily	FEMALE	Caucasian	0	10.408828
b	6	Emily	FEMALE	Caucasian	0	9.4743185
b	4	Kenya	FEMALE	BLACK	0	9.9867716
b	2	Latonya	FEMALE	BLACK	0	10.099629
b	4	Anne	FEMALE	Caucasian	0	8.8417377
b	2	Emily	FEMALE	Caucasian	0	9.6628799
b	4	Keisha	FEMALE	BLACK	0	10.061986
b	6	Tamika	FEMALE	BLACK	0	10.099629
b	3	Anne	FEMALE	Caucasian	0	9.895607
b	3	Emily	FEMALE	Caucasian	0	10.276773
b	4	Keisha	FEMALE	BLACK	0	9.8692579
b	3	Kenya	FEMALE	BLACK	0	10.217824
b	3	Latoya	FEMALE	BLACK	0	8.8417377
b	3	Neil	MALE	Caucasian	0	9.6926432
b	4	Aisha	FEMALE	BLACK	0	9.9650526
b	3	Anne	FEMALE	Caucasian	0	9.6926432
b	3	Emily	FEMALE	Caucasian	0	8.8417377
b	4	Tamika	FEMALE	BLACK	0	10.099629
b	2	Carrie	FEMALE	Caucasian	0	9.6628799
b	2	Jill	FEMALE	Caucasian	0	10.032057
b	3	Keisha	FEMALE	BLACK	0	9.6628799
b	3	Latonya	FEMALE	BLACK	0	10.00487
b	3	Sarah	FEMALE	Caucasian	0	10.435556
b	3	Tyrone	MALE	BLACK	0	9.6628799
b	3	Carrie	FEMALE	Caucasian	0	-99
b	3	Emily	FEMALE	Caucasian	0	10.631061
b	4	Latoya	FEMALE	BLACK	0	10.217824
b	3	Tanisha	FEMALE	BLACK	0	9.9650526
b	3	Aisha	FEMALE	BLACK	0	10.377172
b	3	Kristen	FEMALE	Caucasian	0	10.244059
b	3	Lakisha	FEMALE	BLACK	0	10.631061
b	4	Laurie	FEMALE	Caucasian	0	9.8762188
b	5	Allison	FEMALE	Caucasian	0	10.00487
b	4	Jill	FEMALE	Caucasian	0	10.408828
b	4	Keisha	FEMALE	BLACK	0	9.8762188
b	2	Kristen	FEMALE	Caucasian	0	9.6628799
b	4	Lakisha	FEMALE	BLACK	0	10.431908
b	3	Leroy	MALE	BLACK	0	10.247857
b	3	Brad	MALE	Caucasian	0	10.244059
b	3	Keisha	FEMALE	BLACK	0	10.310918
b	3	Allison	FEMALE	Caucasian	0	10.068281
b	2	Carrie	FEMALE	Caucasian	0	10.431908
b	3	Latonya	FEMALE	BLACK	0	9.6926432
b	4	Latoya	FEMALE	BLACK	0	10.242421
b	4	Carrie	FEMALE	Caucasian	0	10.247857
b	2	Ebony	FEMALE	BLACK	0	10.099629
b	3	Latonya	FEMALE	BLACK	0	10.032057
b	3	Laurie	FEMALE	Caucasian	0	10.244059
b	3	Meredith	FEMALE	Caucasian	0	9.8417721
b	3	Tremayne	MALE	BLACK	0	9.4743185
b	1	Allison	FEMALE	Caucasian	0	9.6628799
b	3	Carrie	FEMALE	Caucasian	0	9.9867716
b	3	Lakisha	FEMALE	BLACK	0	10.453601
b	2	Tamika	FEMALE	BLACK	0	10.112573
b	3	Anne	FEMALE	Caucasian	0	9.6628799
b	1	Darnell	MALE	BLACK	0	10.217824
b	1	Greg	MALE	Caucasian	1	10.099629
b	2	Tamika	FEMALE	BLACK	0	10.247857
b	3	Allison	FEMALE	Caucasian	0	9.9650526
b	5	Carrie	FEMALE	Caucasian	0	9.9867716
b	2	Kenya	FEMALE	BLACK	0	9.9650526
b	2	Tremayne	MALE	BLACK	0	10.276773
230	4	Aisha	FEMALE	BLACK	0	10.299677
290	4	Aisha	FEMALE	BLACK	0	10.752698
290	3	Brad	MALE	Caucasian	0	10.230702
402	6	Brad	MALE	Caucasian	0	9.9992523
185	5	Brendan	MALE	Caucasian	0	9.6143379
402	4	Ebony	FEMALE	BLACK	0	10.752698
185	6	Geoffrey	MALE	Caucasian	0	10.144078
402	3	Greg	MALE	Caucasian	0	9.9674482
290	6	Greg	MALE	Caucasian	0	10.48369
358	4	Greg	MALE	Caucasian	0	10.29106
402	4	Hakim	MALE	BLACK	0	10.29106
358	4	Jay	MALE	Caucasian	0	9.819562
358	3	Jermaine	MALE	BLACK	0	9.9677763
185	4	Kareem	MALE	BLACK	0	10.039984
375	4	Kareem	MALE	BLACK	0	10.48369
185	2	Latonya	FEMALE	BLACK	0	9.9992523
290	4	Leroy	MALE	BLACK	0	9.8419847
375	3	Meredith	FEMALE	Caucasian	0	9.8419847
230	4	Sarah	FEMALE	Caucasian	0	10.039984
375	6	Sarah	FEMALE	Caucasian	0	10.597809
375	4	Tamika	FEMALE	BLACK	0	10.099547
358	6	Tanisha	FEMALE	BLACK	0	9.9674482
230	3	Todd	MALE	Caucasian	0	10.342871
230	6	Tremayne	MALE	BLACK	0	10.230702
b	4	Emily	FEMALE	Caucasian	0	10.48369
b	6	Kenya	FEMALE	BLACK	0	9.9992523
b	1	Latoya	FEMALE	BLACK	0	9.9992523
b	5	Sarah	FEMALE	Caucasian	0	10.039984
a	7	Carrie	FEMALE	Caucasian	1	9.9674482
a	3	Jermaine	MALE	BLACK	1	10.342871
a	5	Matthew	MALE	Caucasian	0	9.6143379
a	4	Tyrone	MALE	BLACK	0	9.6143379
a	5	Allison	FEMALE	Caucasian	0	10.099547
a	7	Ebony	FEMALE	BLACK	0	10.597809
a	4	Jay	MALE	Caucasian	1	9.9677763
a	3	Tamika	FEMALE	BLACK	0	10.230702
b	2	Anne	FEMALE	Caucasian	0	9.9992523
b	5	Latonya	FEMALE	BLACK	0	10.099547
b	3	Laurie	FEMALE	Caucasian	0	10.299677
b	2	Tanisha	FEMALE	BLACK	0	10.752698
b	3	Ebony	FEMALE	BLACK	0	9.819562
b	2	Jill	FEMALE	Caucasian	0	10.342871
b	2	Kristen	FEMALE	Caucasian	0	10.752698
b	2	Lakisha	FEMALE	BLACK	0	10.144078
a	6	Carrie	FEMALE	Caucasian	0	9.9674482
a	4	Jill	FEMALE	Caucasian	0	9.9677763
a	3	Keisha	FEMALE	BLACK	0	10.29106
a	4	Rasheed	MALE	BLACK	0	9.9992523
b	5	Allison	FEMALE	Caucasian	0	10.099547
b	3	Kenya	FEMALE	BLACK	0	9.9677763
b	5	Meredith	FEMALE	Caucasian	0	10.342871
b	3	Tamika	FEMALE	BLACK	0	10.29106
a	3	Matthew	MALE	Caucasian	0	10.48369
a	4	Tremayne	MALE	BLACK	0	10.342871
b	3	Ebony	FEMALE	BLACK	0	10.48369
b	6	Emily	FEMALE	Caucasian	0	9.819562
b	5	Jill	FEMALE	Caucasian	0	10.29106
b	6	Tamika	FEMALE	BLACK	0	10.230702
a	7	Darnell	MALE	BLACK	0	10.039984
a	4	Emily	FEMALE	Caucasian	1	9.9674482
a	5	Neil	MALE	Caucasian	0	10.230702
a	3	Tamika	FEMALE	BLACK	0	10.752698
b	3	Latonya	FEMALE	BLACK	0	10.48369
b	5	Laurie	FEMALE	Caucasian	0	10.144078
b	4	Sarah	FEMALE	Caucasian	0	10.230702
b	3	Tanisha	FEMALE	BLACK	0	10.099547
a	6	Carrie	FEMALE	Caucasian	0	10.48369
a	4	Kareem	MALE	BLACK	0	10.039984
a	3	Todd	MALE	Caucasian	0	10.597809
a	4	Tyrone	MALE	BLACK	0	10.752698
b	5	Anne	FEMALE	Caucasian	0	9.6143379
b	5	Jill	FEMALE	Caucasian	0	10.299677
b	4	Kenya	FEMALE	BLACK	1	10.099547
b	6	Latoya	FEMALE	BLACK	1	10.752698
a	4	Anne	FEMALE	Caucasian	0	10.48369
a	6	Ebony	FEMALE	BLACK	0	10.039984
a	4	Emily	FEMALE	Caucasian	0	10.342871
a	3	Keisha	FEMALE	BLACK	0	10.752698
b	5	Allison	FEMALE	Caucasian	0	10.342871
b	1	Kristen	FEMALE	Caucasian	0	10.144078
b	6	Lakisha	FEMALE	BLACK	0	10.511049
b	6	Tanisha	FEMALE	BLACK	0	9.9674482
a	3	Brendan	MALE	Caucasian	0	10.597809
a	4	Laurie	FEMALE	Caucasian	0	10.144078
a	6	Rasheed	MALE	BLACK	0	10.752698
a	4	Tyrone	MALE	BLACK	0	9.6143379
a	3	Jill	FEMALE	Caucasian	0	10.144078
a	4	Lakisha	FEMALE	BLACK	0	9.9992523
a	2	Matthew	MALE	Caucasian	1	9.819562
a	3	Tamika	FEMALE	BLACK	0	10.299677
b	4	Aisha	FEMALE	BLACK	0	10.217824
b	2	Emily	FEMALE	Caucasian	0	10.099629
b	4	Keisha	FEMALE	BLACK	0	10.565582
b	4	Sarah	FEMALE	Caucasian	1	9.6628799
b	3	Anne	FEMALE	Caucasian	0	9.8692579
b	4	Emily	FEMALE	Caucasian	0	10.292552
b	2	Latoya	FEMALE	BLACK	0	9.9867716
b	3	Tamika	FEMALE	BLACK	0	9.6926432
b	4	Kenya	FEMALE	BLACK	0	9.92974
b	3	Kristen	FEMALE	Caucasian	0	8.8417377
b	4	Latonya	FEMALE	BLACK	0	10.00487
b	4	Laurie	FEMALE	Caucasian	0	10.217824
b	3	Carrie	FEMALE	Caucasian	0	10.408828
b	2	Jill	FEMALE	Caucasian	0	9.6628799
b	3	Keisha	FEMALE	BLACK	0	9.9650526
b	3	Latoya	FEMALE	BLACK	0	9.8762188
b	3	Emily	FEMALE	Caucasian	0	9.8762188
b	1	Kristen	FEMALE	Caucasian	0	9.6628799
b	2	Latoya	FEMALE	BLACK	0	-99
b	3	Tamika	FEMALE	BLACK	0	10.217824
b	4	Keisha	FEMALE	BLACK	0	10.377172
b	3	Kristen	FEMALE	Caucasian	0	9.9867716
b	3	Lakisha	FEMALE	BLACK	0	10.435556
b	3	Meredith	FEMALE	Caucasian	0	10.068281
b	3	Allison	FEMALE	Caucasian	0	10.513062
b	4	Lakisha	FEMALE	BLACK	0	10.276773
b	4	Meredith	FEMALE	Caucasian	0	10.565582
b	4	Tanisha	FEMALE	BLACK	0	10.244059
b	4	Emily	FEMALE	Caucasian	1	9.6628799
b	2	Keisha	FEMALE	BLACK	0	9.4743185
b	3	Latonya	FEMALE	BLACK	1	10.242421
b	4	Sarah	FEMALE	Caucasian	1	9.8692579
b	3	Aisha	FEMALE	BLACK	1	10.453601
b	3	Jill	FEMALE	Caucasian	1	9.6628799
b	3	Latonya	FEMALE	BLACK	1	10.295766
b	3	Sarah	FEMALE	Caucasian	1	10.247857
b	3	Anne	FEMALE	Caucasian	0	10.758413
b	3	Kenya	FEMALE	BLACK	0	10.435556
b	4	Latoya	FEMALE	BLACK	0	9.895607
b	5	Sarah	FEMALE	Caucasian	0	9.8762188
b	4	Allison	FEMALE	Caucasian	0	10.435556
b	3	Keisha	FEMALE	BLACK	0	10.435556
b	3	Meredith	FEMALE	Caucasian	0	9.6926432
b	4	Tanisha	FEMALE	BLACK	0	10.242421
b	3	Anne	FEMALE	Caucasian	0	10.431908
b	1	Carrie	FEMALE	Caucasian	0	10.099629
b	4	Latonya	FEMALE	BLACK	0	10.565582
b	2	Tanisha	FEMALE	BLACK	0	10.276773
b	4	Allison	FEMALE	Caucasian	0	10.377172
b	5	Anne	FEMALE	Caucasian	0	9.4743185
b	3	Ebony	FEMALE	BLACK	0	10.244059
b	2	Jill	FEMALE	Caucasian	0	10.242421
b	3	Keisha	FEMALE	BLACK	0	10.565582
b	4	Lakisha	FEMALE	BLACK	0	9.8692579
b	2	Latonya	FEMALE	BLACK	0	9.8417721
b	2	Todd	MALE	Caucasian	0	9.8246603
b	4	Carrie	FEMALE	w	0	10.435556
b	2	Meredith	FEMALE	w	0	10.377172
b	4	Tamika	FEMALE	BLACK	0	10.453601
b	2	Tanisha	FEMALE	BLACK	0	10.631061
b	4	Aisha	FEMALE	BLACK	0	10.068281
b	2	Anne	FEMALE	w	0	9.6628799
b	4	Emily	FEMALE	w	0	9.8417721
b	2	Latonya	FEMALE	BLACK	0	10.565582
